"can","dep","reg","compct","burcentral","tncc","ncc","nccenr","libelle","typect"
"2923","29","53","2","29232","0",QUIMPER 1,Quimper-1,Quimper-1,C
"2924","29","53","4","29232","0",QUIMPER 2,Quimper-2,Quimper-2,C
"2925","29","53","1","29233","0",QUIMPERLE,Quimperlé,Quimperlé,C
"2926","29","53","1","29259","0",SAINT POL DE LEON,Saint-Pol-de-Léon,Saint-Pol-de-Léon,C
"2927","29","53","1","29260","0",SAINT RENAN,Saint-Renan,Saint-Renan,C
"2998","29","53",,"29019","0",BREST,Brest,Brest,V
"2999","29","53",,"29232","0",QUIMPER,Quimper,Quimper,V
"2A01","2A","94","4","2A004","1",AJACCIO 1,Ajaccio-1,Ajaccio-1,C
"2A02","2A","94","4","2A004","1",AJACCIO 2,Ajaccio-2,Ajaccio-2,C
"2A03","2A","94","4","2A004","1",AJACCIO 3,Ajaccio-3,Ajaccio-3,C
"2A04","2A","94","4","2A004","1",AJACCIO 4,Ajaccio-4,Ajaccio-4,C
"2A05","2A","94","2","2A004","1",AJACCIO 5,Ajaccio-5,Ajaccio-5,C
"2A06","2A","94","2","2A247","0",BAVELLA,Bavella,Bavella,C
"2A07","2A","94","2","2A247","0",GRAND SUD,Grand Sud,Grand Sud,C
"2A08","2A","94","1","2A001","0",GRAVONA PRUNELLI,Gravona-Prunelli,Gravona-Prunelli,C
"2A09","2A","94","1","2A249","0",SARTENAIS VALINCO,Sartenais-Valinco,Sartenais-Valinco,C
"2A10","2A","94","1","2A065","0",SEVI SORRU CINARCA,Sevi-Sorru-Cinarca,Sevi-Sorru-Cinarca,C
"2A11","2A","94","1","2A130","0",TARAVO ORNANO,Taravo-Ornano,Taravo-Ornano,C
"2A98","2A","94",,"2A004","1",AJACCIO,Ajaccio,Ajaccio,V
"2A99","2A","94",,"2A247","0",PORTO VECCHIO,Porto-Vecchio,Porto-Vecchio,V
"2B01","2B","94","2","2B033","0",BASTIA 1,Bastia-1,Bastia-1,C
"2B02","2B","94","4","2B033","0",BASTIA 2,Bastia-2,Bastia-2,C
"2B03","2B","94","4","2B033","0",BASTIA 3,Bastia-3,Bastia-3,C
"2B04","2B","94","2","2B033","0",BASTIA 4,Bastia-4,Bastia-4,C
"2B05","2B","94","1","2B037","0",BIGUGLIA NEBBIO,Biguglia-Nebbio,Biguglia-Nebbio,C
"2B06","2B","94","1","2B042","0",BORGO,Borgo,Borgo,C
"2B07","2B","94","1","2B050","0",CALVI,Calvi,Calvi,C
"2B08","2B","94","1","2B305","0",CAP CORSE,Cap Corse,Cap Corse,C
"2B09","2B","94","1","2B207","0",CASINCA FUMALTO,Casinca-Fumalto,Casinca-Fumalto,C
"2B10","2B","94","1","2B313","0",CASTAGNICCIA,Castagniccia,Castagniccia,C
"2B11","2B","94","1","2B096","0",CORTE,Corte,Corte,C
"2B12","2B","94","1","2B251","0",FIUMORBO CASTELLO,Fiumorbo-Castello,Fiumorbo-Castello,C
"2B13","2B","94","1","2B123","0",GHISONACCIA,Ghisonaccia,Ghisonaccia,C
"2B14","2B","94","1","2B169","0",GOLO MOROSAGLIA,Golo-Morosaglia,Golo-Morosaglia,C
"2B15","2B","94","1","2B134","5",ILE ROUSSE,île-Rousse,L'île-Rousse,C
"2B99","2B","94",,"2B033","0",BASTIA,Bastia,Bastia,V
"3001","30","76","1","30003","1",AIGUES MORTES,Aigues-Mortes,Aigues-Mortes,C
"3002","30","76","2","30007","1",ALES 1,Alès-1,Alès-1,C
"3003","30","76","2","30007","1",ALES 2,Alès-2,Alès-2,C
"3004","30","76","2","30007","1",ALES 3,Alès-3,Alès-3,C
"3005","30","76","1","30028","0",BAGNOLS SUR CEZE,Bagnols-sur-Cèze,Bagnols-sur-Cèze,C
"3006","30","76","1","30032","0",BEAUCAIRE,Beaucaire,Beaucaire,C
"3007","30","76","1","30062","0",CALVISSON,Calvisson,Calvisson,C
"3008","30","76","1","30132","3",GRAND COMBE,Grand-Combe,La Grand-Combe,C
"3009","30","76","1","30156","0",MARGUERITTES,Marguerittes,Marguerittes,C
"3010","30","76","4","30189","0",NIMES 1,Nîmes-1,Nîmes-1,C
"3011","30","76","4","30189","0",NIMES 2,Nîmes-2,Nîmes-2,C
"3012","30","76","4","30189","0",NIMES 3,Nîmes-3,Nîmes-3,C
"3013","30","76","4","30189","0",NIMES 4,Nîmes-4,Nîmes-4,C
"3014","30","76","1","30202","0",PONT SAINT ESPRIT,Pont-Saint-Esprit,Pont-Saint-Esprit,C
"3015","30","76","1","30210","0",QUISSAC,Quissac,Quissac,C
"3016","30","76","1","30211","0",REDESSAN,Redessan,Redessan,C
"3017","30","76","1","30221","0",ROQUEMAURE,Roquemaure,Roquemaure,C
"3018","30","76","1","30223","0",ROUSSON,Rousson,Rousson,C
"3019","30","76","2","30258","0",SAINT GILLES,Saint-Gilles,Saint-Gilles,C
"3020","30","76","1","30334","1",UZES,Uzès,Uzès,C
"3021","30","76","1","30341","0",VAUVERT,Vauvert,Vauvert,C
"3022","30","76","1","30350","2",VIGAN,Vigan,Le Vigan,C
"3023","30","76","1","30351","0",VILLENEUVE LES AVIGNON,Villeneuve-lès-Avignon,Villeneuve-lès-Avignon,C
"3098","30","76",,"30007","1",ALES,Alès,Alès,V
"3099","30","76",,"30189","0",NIMES,Nîmes,Nîmes,V
"3101","31","76","1","31033","1",AUTERIVE,Auterive,Auterive,C
"3102","31","76","1","31042","0",BAGNERES DE LUCHON,Bagnères-de-Luchon,Bagnères-de-Luchon,C
"3103","31","76","1","31069","0",BLAGNAC,Blagnac,Blagnac,C
"3104","31","76","1","31113","0",CASTANET TOLOSAN,Castanet-Tolosan,Castanet-Tolosan,C
"3105","31","76","1","31116","0",CASTELGINEST,Castelginest,Castelginest,C
"3106","31","76","1","31135","0",CAZERES,Cazères,Cazères,C
"3107","31","76","1","31169","1",ESCALQUENS,Escalquens,Escalquens,C
"3108","31","76","1","31291","0",LEGUEVIN,Léguevin,Léguevin,C
"3109","31","76","1","31395","0",MURET,Muret,Muret,C
"3110","31","76","1","31410","0",PECHBONNIEU,Pechbonnieu,Pechbonnieu,C
"3111","31","76","1","31424","0",PLAISANCE DU TOUCH,Plaisance-du-Touch,Plaisance-du-Touch,C
"3112","31","76","1","31433","0",PORTET SUR GARONNE,Portet-sur-Garonne,Portet-sur-Garonne,C
"3113","31","76","1","31451","0",REVEL,Revel,Revel,C
"3114","31","76","1","31483","0",SAINT GAUDENS,Saint-Gaudens,Saint-Gaudens,C
"3115","31","76","4","31555","0",TOULOUSE 1,Toulouse-1,Toulouse-1,C
"3116","31","76","4","31555","0",TOULOUSE 2,Toulouse-2,Toulouse-2,C
"3117","31","76","4","31555","0",TOULOUSE 3,Toulouse-3,Toulouse-3,C
"3118","31","76","4","31555","0",TOULOUSE 4,Toulouse-4,Toulouse-4,C
"3119","31","76","4","31555","0",TOULOUSE 5,Toulouse-5,Toulouse-5,C
"3120","31","76","4","31555","0",TOULOUSE 6,Toulouse-6,Toulouse-6,C
"3121","31","76","2","31555","0",TOULOUSE 7,Toulouse-7,Toulouse-7,C
"3122","31","76","2","31555","0",TOULOUSE 8,Toulouse-8,Toulouse-8,C
"3123","31","76","2","31555","0",TOULOUSE 9,Toulouse-9,Toulouse-9,C
"3124","31","76","2","31555","0",TOULOUSE 10,Toulouse-10,Toulouse-10,C
"3125","31","76","2","31555","0",TOULOUSE 11,Toulouse-11,Toulouse-11,C
"3126","31","76","1","31557","0",TOURNEFEUILLE,Tournefeuille,Tournefeuille,C
"3127","31","76","1","31584","0",VILLEMUR SUR TARN,Villemur-sur-Tarn,Villemur-sur-Tarn,C
"3199","31","76",,"31555","0",TOULOUSE,Toulouse,Toulouse,V
"3201","32","76","1","32344","1",ADOUR GERSOISE,Adour-Gersoise,Adour-Gersoise,C
"3202","32","76","1","32119","1",ARMAGNAC TENAREZE,Armagnac-Ténarèze,Armagnac-Ténarèze,C
"3203","32","76","1","32242","1",ASTARAC GIMONE,Astarac-Gimone,Astarac-Gimone,C
"3204","32","76","2","32013","1",AUCH 1,Auch-1,Auch-1,C
"3205","32","76","2","32013","1",AUCH 2,Auch-2,Auch-2,C
"3206","32","76","2","32013","1",AUCH 3,Auch-3,Auch-3,C
"3207","32","76","1","32107","0",BAISE ARMAGNAC,Baïse-Armagnac,Baïse-Armagnac,C
"3208","32","76","1","32462","0",FEZENSAC,Fezensac,Fezensac,C
"3209","32","76","1","32132","0",FLEURANCE LOMAGNE,Fleurance-Lomagne,Fleurance-Lomagne,C
"3210","32","76","1","32331","0",GASCOGNE AUSCITAINE,Gascogne-Auscitaine,Gascogne-Auscitaine,C
"3211","32","76","1","32147","0",GIMONE ARRATS,Gimone-Arrats,Gimone-Arrats,C
"3212","32","76","1","32296","0",GRAND BAS ARMAGNAC,Grand-Bas-Armagnac,Grand-Bas-Armagnac,C
"3213","32","76","1","32160","5",ISLE JOURDAIN,Isle-Jourdain,L'Isle-Jourdain,C
"3214","32","76","1","32208","0",LECTOURE LOMAGNE,Lectoure-Lomagne,Lectoure-Lomagne,C
"3215","32","76","1","32256","0",MIRANDE ASTARAC,Mirande-Astarac,Mirande-Astarac,C
"3216","32","76","1","32319","0",PARDIAC RIVIERE BASSE,Pardiac-Rivière-Basse,Pardiac-Rivière-Basse,C
"3217","32","76","1","32410","0",VAL DE SAVE,Val de Save,Val de Save,C
"3299","32","76",,"32013","1",AUCH,Auch,Auch,V
"3301","33","75","1","33005","1",ANDERNOS LES BAINS,Andernos-les-Bains,Andernos-les-Bains,C
"3302","33","75","4","33063","0",BORDEAUX 1,Bordeaux-1,Bordeaux-1,C
"3303","33","75","4","33063","0",BORDEAUX 2,Bordeaux-2,Bordeaux-2,C
"3304","33","75","4","33063","0",BORDEAUX 3,Bordeaux-3,Bordeaux-3,C
"3305","33","75","4","33063","0",BORDEAUX 4,Bordeaux-4,Bordeaux-4,C
"3306","33","75","4","33063","0",BORDEAUX 5,Bordeaux-5,Bordeaux-5,C
"3307","33","75","1","33069","2",BOUSCAT,Bouscat,Le Bouscat,C
"3308","33","75","1","33213","3",BREDE,Brède,La Brède,C
"3309","33","75","1","33119","0",CENON,Cenon,Cenon,C
"3310","33","75","1","33108","4",COTEAUX DE DORDOGNE,Coteaux de Dordogne,Les Coteaux de Dordogne,C
"3311","33","75","1","33140","0",CREON,Créon,Créon,C
"3312","33","75","1","33081","5",ENTRE DEUX MERS,Entre-Deux-Mers,L'Entre-Deux-Mers,C
"3313","33","75","1","33058","5",ESTUAIRE,Estuaire,L'Estuaire,C
"3314","33","75","1","33199","0",GUJAN MESTRAS,Gujan-Mestras,Gujan-Mestras,C
"3315","33","75","1","33498","4",LANDES DES GRAVES,Landes des Graves,Les Landes des Graves,C
"3316","33","75","1","33243","2",LIBOURNAIS FRONSADAIS,Libournais-Fronsadais,Le Libournais-Fronsadais,C
"3317","33","75","1","33249","0",LORMONT,Lormont,Lormont,C
"3318","33","75","2","33281","0",MERIGNAC 1,Mérignac-1,Mérignac-1,C
"3319","33","75","2","33281","0",MERIGNAC 2,Mérignac-2,Mérignac-2,C
"3320","33","75","1","33366","2",NORD GIRONDE,Nord-Gironde,Le Nord-Gironde,C
"3321","33","75","1","33138","2",NORD LIBOURNAIS,Nord-Libournais,Le Nord-Libournais,C
"3322","33","75","1","33240","2",NORD MEDOC,Nord-Médoc,Le Nord-Médoc,C
"3323","33","75","2","33318","0",PESSAC 1,Pessac-1,Pessac-1,C
"3324","33","75","2","33318","0",PESSAC 2,Pessac-2,Pessac-2,C
"3325","33","75","1","33162","4",PORTES DU MEDOC,Portes du Médoc,Les Portes du Médoc,C
"3326","33","75","1","33003","3",PRESQU ILE,Presqu'île,La Presqu'île,C
"3327","33","75","2","33324","2",REOLAIS ET LES BASTIDES,Réolais et Les Bastides,Le Réolais et Les Bastides,C
"3328","33","75","1","33449","0",SAINT MEDARD EN JALLES,Saint-Médard-en-Jalles,Saint-Médard-en-Jalles,C
"3329","33","75","2","33227","2",SUD GIRONDE,Sud-Gironde,Le Sud-Gironde,C
"3330","33","75","1","33214","2",SUD MEDOC,Sud-Médoc,Le Sud-Médoc,C
"3331","33","75","2","33522","0",TALENCE,Talence,Talence,C
"3332","33","75","1","33529","3",TESTE DE BUCH,Teste-de-Buch,La Teste-de-Buch,C
"3333","33","75","2","33550","0",VILLENAVE D ORNON,Villenave-d'Ornon,Villenave-d'Ornon,C
"3389","33","75",,"33106","0",CASTETS ET CASTILLON,Castets et Castillon,Castets et Castillon,N
"3396","33","75",,"33039","0",BEGLES,Bègles,Bègles,V
"3397","33","75",,"33063","0",BORDEAUX,Bordeaux,Bordeaux,V
"3398","33","75",,"33281","0",MERIGNAC,Mérignac,Mérignac,V
"3399","33","75",,"33318","0",PESSAC,Pessac,Pessac,V
"3401","34","76","1","34003","1",AGDE,Agde,Agde,C
"3402","34","76","2","34032","0",BEZIERS 1,Béziers-1,Béziers-1,C
"3403","34","76","2","34032","0",BEZIERS 2,Béziers-2,Béziers-2,C
"3404","34","76","2","34032","0",BEZIERS 3,Béziers-3,Béziers-3,C
"3405","34","76","1","34069","0",CAZOULS LES BEZIERS,Cazouls-lès-Béziers,Cazouls-lès-Béziers,C
"3406","34","76","1","34079","0",CLERMONT L HERAULT,Clermont-l'Hérault,Clermont-l'Hérault,C
"3407","34","76","1","34090","2",CRES,Crès,Le Crès,C
"3408","34","76","1","34108","0",FRONTIGNAN,Frontignan,Frontignan,C
"3409","34","76","1","34114","0",GIGNAC,Gignac,Gignac,C
"3410","34","76","1","34129","0",LATTES,Lattes,Lattes,C
"3411","34","76","1","34142","0",LODEVE,Lodève,Lodève,C
"3412","34","76","1","34145","0",LUNEL,Lunel,Lunel,C
"3413","34","76","1","34154","0",MAUGUIO,Mauguio,Mauguio,C
"3414","34","76","1","34157","0",MEZE,Mèze,Mèze,C
"3415","34","76","2","34172","0",MONTPELLIER 1,Montpellier-1,Montpellier-1,C
"3416","34","76","4","34172","0",MONTPELLIER 2,Montpellier-2,Montpellier-2,C
"3417","34","76","4","34172","0",MONTPELLIER 3,Montpellier-3,Montpellier-3,C
"3418","34","76","4","34172","0",MONTPELLIER 4,Montpellier-4,Montpellier-4,C
"3419","34","76","4","34172","0",MONTPELLIER 5,Montpellier-5,Montpellier-5,C
"3420","34","76","2","34172","0",MONTPELLIER CASTELNAU LE LEZ,Montpellier - Castelnau-le-Lez,Montpellier - Castelnau-le-Lez,C
"3421","34","76","1","34199","0",PEZENAS,Pézenas,Pézenas,C
"3422","34","76","1","34202","0",PIGNAN,Pignan,Pignan,C
"3423","34","76","1","34255","0",SAINT GELY DU FESC,Saint-Gély-du-Fesc,Saint-Gély-du-Fesc,C
"3424","34","76","1","34284","0",SAINT PONS DE THOMIERES,Saint-Pons-de-Thomières,Saint-Pons-de-Thomières,C
"3425","34","76","1","34301","0",SETE,Sète,Sète,C
"3498","34","76",,"34032","0",BEZIERS,Béziers,Béziers,V
"3499","34","76",,"34172","0",MONTPELLIER,Montpellier,Montpellier,V
"3501","35","53","1","35004","1",ANTRAIN,Antrain,Antrain,C
"3502","35","53","1","35012","0",BAIN DE BRETAGNE,Bain-de-Bretagne,Bain-de-Bretagne,C
"3503","35","53","1","35024","0",BETTON,Betton,Betton,C
"3504","35","53","1","35047","0",BRUZ,Bruz,Bruz,C
"3505","35","53","1","35069","0",CHATEAUGIRON,Châteaugiron,Châteaugiron,C
"3506","35","53","1","35085","0",COMBOURG,Combourg,Combourg,C
"3507","35","53","1","35095","0",DOL DE BRETAGNE,Dol-de-Bretagne,Dol-de-Bretagne,C
"3508","35","53","3","35115","0",FOUGERES 1,Fougères-1,Fougères-1,C
"3509","35","53","3","35115","0",FOUGERES 2,Fougères-2,Fougères-2,C
"3510","35","53","1","35125","3",GUERCHE DE BRETAGNE,Guerche-de-Bretagne,La Guerche-de-Bretagne,C
"3511","35","53","1","35126","0",GUICHEN,Guichen,Guichen,C
"3512","35","53","1","35136","0",JANZE,Janzé,Janzé,C
"3513","35","53","1","35152","0",LIFFRE,Liffré,Liffré,C
"3514","35","53","1","35173","0",MELESSE,Melesse,Melesse,C
"3515","35","53","1","35184","0",MONTAUBAN DE BRETAGNE,Montauban-de-Bretagne,Montauban-de-Bretagne,C
"3516","35","53","1","35188","0",MONTFORT SUR MEU,Montfort-sur-Meu,Montfort-sur-Meu,C
"3517","35","53","1","35236","0",REDON,Redon,Redon,C
"3518","35","53","4","35238","0",RENNES 1,Rennes-1,Rennes-1,C
"3519","35","53","4","35238","0",RENNES 2,Rennes-2,Rennes-2,C
"3520","35","53","2","35238","0",RENNES 3,Rennes-3,Rennes-3,C
"3521","35","53","4","35238","0",RENNES 4,Rennes-4,Rennes-4,C
"3522","35","53","2","35238","0",RENNES 5,Rennes-5,Rennes-5,C
"3523","35","53","2","35238","0",RENNES 6,Rennes-6,Rennes-6,C
"3524","35","53","1","35240","2",RHEU,Rheu,Le Rheu,C
"3525","35","53","2","35288","0",SAINT MALO 1,Saint-Malo-1,Saint-Malo-1,C
"3526","35","53","2","35288","0",SAINT MALO 2,Saint-Malo-2,Saint-Malo-2,C
"3527","35","53","1","35360","0",VITRE,Vitré,Vitré,C
"3589","35","53",,"35163","0",LUITRE DOMPIERRE,Luitré-Dompierre,Luitré-Dompierre,N
"3597","35","53",,"35115","0",FOUGERES,Fougères,Fougères,V
"3598","35","53",,"35238","0",RENNES,Rennes,Rennes,V
"3599","35","53",,"35288","0",SAINT MALO,Saint-Malo,Saint-Malo,V
"3601","36","24","1","36005","1",ARDENTES,Ardentes,Ardentes,C
"3602","36","24","1","36006","1",ARGENTON SUR CREUSE,Argenton-sur-Creuse,Argenton-sur-Creuse,C
"3603","36","24","1","36018","2",BLANC,Blanc,Le Blanc,C
"3604","36","24","2","36031","0",BUZANCAIS,Buzançais,Buzançais,C
"3605","36","24","2","36044","0",CHATEAUROUX 1,Châteauroux-1,Châteauroux-1,C
"3606","36","24","4","36044","0",CHATEAUROUX 2,Châteauroux-2,Châteauroux-2,C
"3607","36","24","4","36044","0",CHATEAUROUX 3,Châteauroux-3,Châteauroux-3,C
"3608","36","24","1","36046","3",CHATRE,Châtre,La Châtre,C
"3609","36","24","1","36088","1",ISSOUDUN,Issoudun,Issoudun,C
"3610","36","24","2","36093","0",LEVROUX,Levroux,Levroux,C
"3611","36","24","1","36141","0",NEUVY SAINT SEPULCHRE,Neuvy-Saint-Sépulchre,Neuvy-Saint-Sépulchre,C
"3612","36","24","1","36192","0",SAINT GAULTIER,Saint-Gaultier,Saint-Gaultier,C
"3613","36","24","1","36228","0",VALENCAY,Valençay,Valençay,C
"3689","36","24",,"36202","0",SAINT MAUR,Saint-Maur,Saint-Maur,N
"3699","36","24",,"36044","0",CHATEAUROUX,Châteauroux,Châteauroux,V
"3701","37","24","1","37003","1",AMBOISE,Amboise,Amboise,C
"3702","37","24","1","37018","0",BALLAN MIRE,Ballan-Miré,Ballan-Miré,C
"3703","37","24","1","37027","0",BLERE,Bléré,Bléré,C
"3704","37","24","1","37063","0",CHATEAU RENAULT,Château-Renault,Château-Renault,C
"3705","37","24","1","37072","0",CHINON,Chinon,Chinon,C
"3706","37","24","1","37115","0",DESCARTES,Descartes,Descartes,C
"3707","37","24","1","37122","0",JOUE LES TOURS,Joué-lès-Tours,Joué-lès-Tours,C
"3708","37","24","1","37123","0",LANGEAIS,Langeais,Langeais,C
"3709","37","24","1","37132","0",LOCHES,Loches,Loches,C
"3710","37","24","1","37156","0",MONTLOUIS SUR LOIRE,Montlouis-sur-Loire,Montlouis-sur-Loire,C
"3711","37","24","1","37159","0",MONTS,Monts,Monts,C
"3712","37","24","1","37214","0",SAINT CYR SUR LOIRE,Saint-Cyr-sur-Loire,Saint-Cyr-sur-Loire,C
"3713","37","24","1","37226","0",SAINTE MAURE DE TOURAINE,Sainte-Maure-de-Touraine,Sainte-Maure-de-Touraine,C
"3714","37","24","1","37233","0",SAINT PIERRE DES CORPS,Saint-Pierre-des-Corps,Saint-Pierre-des-Corps,C
"3715","37","24","4","37261","0",TOURS 1,Tours-1,Tours-1,C
"3716","37","24","4","37261","0",TOURS 2,Tours-2,Tours-2,C
"3717","37","24","4","37261","0",TOURS 3,Tours-3,Tours-3,C
"3718","37","24","4","37261","0",TOURS 4,Tours-4,Tours-4,C
"3719","37","24","1","37281","0",VOUVRAY,Vouvray,Vouvray,C
"3799","37","24",,"37261","0",TOURS,Tours,Tours,V
"3801","38","84","1","38130","0",BIEVRE,Bièvre,Bièvre,C
"3802","38","84","1","38053","0",BOURGOIN JALLIEU,Bourgoin-Jallieu,Bourgoin-Jallieu,C
"3803","38","84","1","38412","0",CHARTREUSE GUIERS,Chartreuse-Guiers,Chartreuse-Guiers,C
"3804","38","84","1","38085","0",CHARVIEU CHAVAGNEUX,Charvieu-Chavagneux,Charvieu-Chavagneux,C
"3805","38","84","1","38151","1",ECHIROLLES,Échirolles,Échirolles,C
"3806","38","84","2","38169","0",FONTAINE SEYSSINET,Fontaine-Seyssinet,Fontaine-Seyssinet,C
"3807","38","84","2","38169","0",FONTAINE VERCORS,Fontaine-Vercors,Fontaine-Vercors,C
"3808","38","84","1","38182","2",GRAND LEMPS,Grand-Lemps,Le Grand-Lemps,C
"3809","38","84","4","38185","0",GRENOBLE 1,Grenoble-1,Grenoble-1,C
"3810","38","84","2","38185","0",GRENOBLE 2,Grenoble-2,Grenoble-2,C
"3811","38","84","4","38185","0",GRENOBLE 3,Grenoble-3,Grenoble-3,C
"3812","38","84","4","38185","0",GRENOBLE 4,Grenoble-4,Grenoble-4,C
"3813","38","84","1","38314","2",HAUT GRESIVAUDAN,Haut-Grésivaudan,Le Haut-Grésivaudan,C
"3814","38","84","1","38193","5",ISLE D ABEAU,Isle-d'Abeau,L'Isle-d'Abeau,C
"3815","38","84","1","38269","0",MATHEYSINE TRIEVES,Matheysine-Trièves,Matheysine-Trièves,C
"3816","38","84","1","38229","0",MEYLAN,Meylan,Meylan,C
"3817","38","84","1","38261","0",MORESTEL,Morestel,Morestel,C
"3818","38","84","1","38140","2",MOYEN GRESIVAUDAN,Moyen Grésivaudan,Le Moyen Grésivaudan,C
"3819","38","84","1","38562","1",OISANS ROMANCHE,Oisans-Romanche,Oisans-Romanche,C
"3820","38","84","1","38317","2",PONT DE CLAIX,Pont-de-Claix,Le Pont-de-Claix,C
"3821","38","84","1","38344","0",ROUSSILLON,Roussillon,Roussillon,C
"3822","38","84","1","38421","0",SAINT MARTIN D HERES,Saint-Martin-d'Hères,Saint-Martin-d'Hères,C
"3823","38","84","1","38416","2",SUD GRESIVAUDAN,Sud Grésivaudan,Le Sud Grésivaudan,C
"3824","38","84","1","38509","3",TOUR DU PIN,Tour-du-Pin,La Tour-du-Pin,C
"3825","38","84","1","38517","0",TULLINS,Tullins,Tullins,C
"3826","38","84","1","38537","3",VERPILLIERE,Verpillière,La Verpillière,C
"3827","38","84","2","38544","0",VIENNE 1,Vienne-1,Vienne-1,C
"3828","38","84","2","38544","0",VIENNE 2,Vienne-2,Vienne-2,C
"3829","38","84","1","38563","0",VOIRON,Voiron,Voiron,C
"3897","38","84",,"38169","0",FONTAINE,Fontaine,Fontaine,V
"3898","38","84",,"38185","0",GRENOBLE,Grenoble,Grenoble,V
"3899","38","84",,"38544","0",VIENNE,Vienne,Vienne,V
"3901","39","27","1","39013","1",ARBOIS,Arbois,Arbois,C
"3902","39","27","2","39030","1",AUTHUME,Authume,Authume,C
"3903","39","27","3","39056","0",BLETTERANS,Bletterans,Bletterans,C
"3904","39","27","1","39097","0",CHAMPAGNOLE,Champagnole,Champagnole,C
"3905","39","27","1",,"0",DOLE 1,Dole-1,Dole-1,C
"3906","39","27","2","39198","0",DOLE 2,Dole-2,Dole-2,C
"3907","39","27","2","39300","0",LONS LE SAUNIER 1,Lons-le-Saunier-1,Lons-le-Saunier-1,C
"3908","39","27","3","39300","0",LONS LE SAUNIER 2,Lons-le-Saunier-2,Lons-le-Saunier-2,C
"3909","39","27","3","39333","0",MOIRANS EN MONTAGNE,Moirans-en-Montagne,Moirans-en-Montagne,C
"3910","39","27","2","39365","0",MONT SOUS VAUDREY,Mont-sous-Vaudrey,Mont-sous-Vaudrey,C
"3911","39","27","1","39368","0",MOREZ,Morez,Morez,C
"3912","39","27","3","39434","0",POLIGNY,Poligny,Poligny,C
"3913","39","27","3","39475","0",SAINT AMOUR,Saint-Amour,Saint-Amour,C
"3914","39","27","3","39478","0",SAINT CLAUDE,Saint-Claude,Saint-Claude,C
"3915","39","27","2","39487","0",SAINT LAURENT EN GRANDVAUX,Saint-Laurent-en-Grandvaux,Saint-Laurent-en-Grandvaux,C
"3916","39","27","3","39491","0",SAINT LUPICIN,Saint-Lupicin,Saint-Lupicin,C
"3917","39","27","1","39526","0",TAVAUX,Tavaux,Tavaux,C
"3981","39","27",,"39130","0",NANCHEZ,Nanchez,Nanchez,N
"3982","39","27",,"39286","0",LAVANS LES SAINT CLAUDE,Lavans-lès-Saint-Claude,Lavans-lès-Saint-Claude,N
"3983","39","27",,"39199","0",DOMBLANS,Domblans,Domblans,N
"3984","39","27",,"39190","0",DAMPIERRE,Dampierre,Dampierre,N
"3985","39","27",,"39537","0",TRENAL,Trenal,Trenal,N
"3986","39","27",,"39491","0",COTEAUX DU LIZON,Coteaux du Lizon,Coteaux du Lizon,N
"3987","39","27",,"39018","1",AROMAS,Aromas,Aromas,N
"3988","39","27",,"39021","3",CHAILLEUSE,Chailleuse,La Chailleuse,N
"3989","39","27",,"39017","1",ARLAY,Arlay,Arlay,N
"3998","39","27",,"39198","0",DOLE,Dole,Dole,V
"3999","39","27",,"39300","0",LONS LE SAUNIER,Lons-le-Saunier,Lons-le-Saunier,V
"4001","40","75","1","40001","1",ADOUR ARMAGNAC,Adour Armagnac,Adour Armagnac,C
"4002","40","75","1","40119","0",CHALOSSE TURSAN,Chalosse Tursan,Chalosse Tursan,C
"4003","40","75","1","40184","0",COTE D ARGENT,Côte d'Argent,Côte d'Argent,C
"4004","40","75","1","40194","0",COTEAU DE CHALOSSE,Coteau de Chalosse,Coteau de Chalosse,C
"4005","40","75","2","40088","0",DAX 1,Dax-1,Dax-1,C
"4006","40","75","2","40088","0",DAX 2,Dax-2,Dax-2,C
"4007","40","75","1","40217","0",GRANDS LACS,Grands Lacs,Grands Lacs,C
"4008","40","75","1","40135","0",HAUTE LANDE ARMAGNAC,Haute Lande Armagnac,Haute Lande Armagnac,C
"4009","40","75","1","40310","0",MARENSIN SUD,Marensin Sud,Marensin Sud,C
"4010","40","75","2","40192","0",MONT DE MARSAN 1,Mont-de-Marsan-1,Mont-de-Marsan-1,C
"4011","40","75","2","40192","0",MONT DE MARSAN 2,Mont-de-Marsan-2,Mont-de-Marsan-2,C
"4012","40","75","1","40224","1",ORTHE ET ARRIGANS,Orthe et Arrigans,Orthe et Arrigans,C
"4013","40","75","1","40313","0",PAYS MORCENAIS TARUSATE,Pays morcenais tarusate,Pays morcenais tarusate,C
"4014","40","75","1","40284","0",PAYS TYROSSAIS,Pays Tyrossais,Pays Tyrossais,C
"4015","40","75","1","40273","0",SEIGNANX,Seignanx,Seignanx,C
"4098","40","75",,"40088","0",DAX,Dax,Dax,V
"4099","40","75",,"40192","0",MONT DE MARSAN,Mont-de-Marsan,Mont-de-Marsan,V
"4101","41","24","1","41173","3",BEAUCE,Beauce,La Beauce,C
"4102","41","24","4","41018","0",BLOIS 1,Blois-1,Blois-1,C
"4103","41","24","2","41018","0",BLOIS 2,Blois-2,Blois-2,C
"4104","41","24","3","41018","0",BLOIS 3,Blois-3,Blois-3,C
"4105","41","24","1","41034","0",CHAMBORD,Chambord,Chambord,C
"4106","41","24","1","41149","0",MONTOIRE SUR LE LOIR,Montoire-sur-le-Loir,Montoire-sur-le-Loir,C
